Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2010,2013,25-34,0,Discharged or End of Sentence,White - Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,55 and Older,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,45-54,910,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2010,2013,25-34,614,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,D Felony,Drug,Other Drug
2010,2013,45-54,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Felony - Enhanced,Property,Theft,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Female,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,188,Discharged or End of Sentence,White - Hispanic,Male,Serious Misdemeanor,Violent,Assault,Yes,Tech,0,0,0
2010,2013,45-54,1022,Discharged or End of Sentence,Black - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2010,2013,25-34,0,Parole,White - Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,380,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,0,0,0
2010,2013,55 and Older,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,55 and Older,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,45-54,261,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,Aggravated Misdemeanor,Property,Burglary
2010,2013,45-54,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Vandalism,No,No Recidivism,0,0,0
2010,2013,45-54,602,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Public Order,Traffic,Yes,New,Aggravated Misdemeanor,Property,Theft
2010,2013,45-54,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,45-54,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2010,2013,Under 25,1091,Discharged or End of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Aggravated Misdemeanor,Property,Vandalism
2010,2013,25-34,819,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2010,2013,Under 25,0,Parole,White - Non-Hispanic,Female,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,715,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,D Felony,Property,Theft
2010,2013,35-44,608,Parole,White - Non-Hispanic,Female,Felony - Enhanced,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,25-34,313,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,55 and Older,129,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Serious Misdemeanor,Drug,Drug Possession
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,45-54,595,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,D Felony,Drug,Drug Possession
2010,2013,25-34,274,Special Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,0,0,0
2010,2013,45-54,425,Discharged or End of Sentence,Black - Non-Hispanic,Female,Felony - Enhanced,Violent,Robbery,Yes,New,D Felony,Property,Forgery/Fraud
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,35-44,498,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,Tech,0,0,0
2010,2013,Under 25,252,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Serious Misdemeanor,Public Order,Flight/Escape
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,25-34,560,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Vandalism,Yes,New,D Felony,Property,Theft
2010,2013,25-34,679,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,New,D Felony,Public Order,Other Public Order
2010,2013,25-34,695,Parole,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,Serious Misdemeanor,Public Order,Traffic
2010,2013,25-34,209,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Public Order,Other Public Order
2010,2013,35-44,0,Parole,Black - Non-Hispanic,Male,Felony - Enhanced,Violent,Assault,No,No Recidivism,0,0,0
2010,2013,Under 25,157,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,D Felony,Public Order,Traffic
2010,2013,25-34,1083,Discharged or End of Sentence,Black - Non-Hispanic,Female,D Felony,Violent,Other Violent,Yes,New,D Felony,Drug,Other Drug
2010,2013,25-34,155,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2010,2013,25-34,0,Special Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,35-44,359,Parole,Asian or Pacific Islander - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,0,0,0
2010,2013,Under 25,0,Parole,Black - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2010,2013,25-34,453,Parole,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,Tech,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2010,2013,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,55 and Older,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Animals,No,No Recidivism,0,0,0
2010,2013,25-34,115,Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,Tech,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,Under 25,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2010,2013,Under 25,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2010,2013,Under 25,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Felony - Enhanced,Property,Burglary,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Drug Possession,No,No Recidivism,0,0,0
2010,2013,45-54,0,Parole,White - Non-Hispanic,Male,Felony - Enhanced,Drug,Drug Possession,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2010,2013,Under 25,166,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,New,Serious Misdemeanor,Drug,Drug Possession
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2010,2013,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Other Violent,No,No Recidivism,0,0,0
2011,2014,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,Under 25,156,Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,Tech,0,0,0
2011,2014,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2011,2014,35-44,315,Discharged or End of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,New,D Felony,Property,Burglary
2011,2014,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2011,2014,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2011,2014,35-44,511,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,Yes,New,C Felony,Drug,Trafficking
2011,2014,Under 25,480,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,D Felony,Other,Other Criminal
2011,2014,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,35-44,565,Parole,White - Non-Hispanic,Male,C Felony,Violent,Robbery,Yes,New,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,35-44,0,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2011,2014,25-34,427,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,0,0,0
2011,2014,Under 25,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,Weapons,No,No Recidivism,0,0,0
2011,2014,Under 25,947,Discharged or End of Sentence,White - Hispanic,Male,D Felony,Violent,Assault,Yes,New,Aggravated Misdemeanor,Violent,Assault
2011,2014,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2011,2014,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2011,2014,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2011,2014,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2011,2014,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,25-34,0,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2011,2014,55 and Older,77,Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,Tech,0,0,0
2011,2014,Under 25,0,Discharged or End of Sentence,White - Non-Hispanic,Female,Aggravated Misdemeanor,Public Order,OWI,No,No Recidivism,0,0,0
2011,2014,25-34,169,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2011,2014,45-54,721,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,0,0,0
2011,2014,35-44,134,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Vandalism,Yes,Tech,0,0,0
2011,2014,35-44,621,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Aggravated Misdemeanor,Public Order,Traffic
2011,2014,35-44,848,Discharged or End of Sentence,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Violent,Assault
2011,2014,25-34,612,Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,Tech,0,0,0
2011,2014,Under 25,758,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,Yes,New,D Felony,Drug,Trafficking
2011,2014,35-44,0,Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,No,No Recidivism,0,0,0
2011,2014,25-34,131,Discharged or End of Sentence,Black - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,Tech,0,0,0
2011,2014,45-54,175,Parole,Black - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,Tech,0,0,0
2011,2014,35-44,190,Parole,White - Non-Hispanic,Male,D Felony,Violent,Other Violent,Yes,Tech,0,0,0
2011,2014,55 and Older,0,Discharged or End of Sentence,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2011,2014,45-54,771,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,Aggravated Misdemeanor,Property,Vandalism
2011,2014,45-54,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2011,2014,25-34,860,Discharged or End of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,New,Aggravated Misdemeanor,Violent,Assault
2011,2014,25-34,231,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Aggravated Misdemeanor,Property,Burglary
2011,2014,55 and Older,0,Special Sentence,White - Non-Hispanic,Male,D Felony,Violent,Sex,No,No Recidivism,0,0,0
2011,2014,Under 25,363,Discharged or End of Sentence,American Indian or Alaska Native - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,C Felony,Violent,Sex
2011,2014,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,45-54,0,Special Sentence,White - Non-Hispanic,Male,D Felony,Violent,Sex,No,No Recidivism,0,0,0
2011,2014,25-34,419,Discharged or End of Sentence,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2011,2014,55 and Older,134,Parole,White - Hispanic,Male,B Felony,Drug,Trafficking,Yes,Tech,0,0,0
2011,2014,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2011,2014,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2011,2014,35-44,216,Special Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,Tech,0,0,0
2011,2014,45-54,0,Discharged or End of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2011,2014,25-34,0,Parole,Black - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,45-54,0,Parole,Black - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2011,2014,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2011,2014,Under 25,0,Parole,American Indian or Alaska Native - Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
